name,orig_name,state,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,state_full
ALDEN CENTRE,ALDEN CENTRE(ER),NY,Erie,1857.0,1902.0,False,3.0,580,True,45.0,True,ALDEN CENTRE,ERIE,NY,942256.0,Populated Place,Alden Centre,Erie,42.9111705,-78.523357,252.0,1.0,42.9111705,-78.523357,New York
ALDEN STATION,ALDEN STATION,PA,Luzerne,1882.0,1917.0,True,1.0,581,True,35.0,True,ALDEN,LUZERNE,PA,1168126.0,Populated Place,Alden,Luzerne,41.1820267,-76.0124237,191.0,1.0,41.1820267,-76.0124237,Pennsylvania
ALDEN BRIDGE,ALDEN('S) BRIDGE,LA,Bossier,1890.0,1942.0,True,2.0,582,True,52.0,True,ALDEN BRIDGE,BOSSIER,LA,532100.0,Populated Place,Alden Bridge,Bossier,32.7751427,-93.720178,67.0,1.0,32.7751427,-93.720178,Louisiana
ALDENVILLE,ALDENVILLE,PA,Wayne,1850.0,1965.0,True,1.0,583,True,115.0,True,ALDENVILLE,WAYNE,PA,1168127.0,Populated Place,Aldenville,Wayne,41.6467525,-75.3637904,372.0,1.0,41.6467525,-75.3637904,Pennsylvania
ALDER BEND,ALDER BEND,NY,Clinton,1882.0,1903.0,True,5.0,586,True,21.0,True,ALDER BEND,CLINTON,NY,972156.0,Populated Place,Alder Bend,Clinton,44.8480949,-73.7209777,303.0,1.0,44.8480949,-73.7209777,New York
ALDER BROOK,ALDER BROOK,NH,Grafton,1878.0,1905.0,False,6.0,587,True,27.0,True,ALDERBROOK,GRAFTON,NH,871151.0,Populated Place,Alderbrook,Grafton,44.3267279,-71.6964755,296.0,0.909090909090909,44.3267279,-71.6964755,New Hampshire
ALDER BROOK,ALDER BROOK,NY,Franklin,1857.0,1927.0,False,3.0,588,True,70.0,True,ALDER BROOK,FRANKLIN,NY,973229.0,Populated Place,Alder Brook,Franklin,44.5133808,-73.9434794,487.0,1.0,44.5133808,-73.9434794,New York
ALDER GROVE,ALDER GROVE,MS,Washington,1853.0,1954.0,True,9.0,590,True,101.0,True,ALDER GROVE,WASHINGTON,MS,687150.0,Populated Place,Alder Grove (historical),Washington,33.1937322,-90.9098238,32.0,1.0,33.1937322,-90.9098238,Mississippi
ALDERBROOK,ALDERBROOK,AR,Independence,1850.0,1880.0,False,6.0,591,True,30.0,True,ALDERBROOK,INDEPENDENCE,AR,76786.0,Populated Place,Alderbrook,Independence,35.7361886,-91.6798619,100.0,1.0,35.7361886,-91.6798619,Arkansas
ALDERSON,ALDERSON,PA,Luzerne,1887.0,1949.0,True,1.0,593,True,62.0,True,ALDERSON,LUZERNE,PA,1198862.0,Populated Place,Alderson,Luzerne,41.3834124,-76.0246461,400.0,1.0,41.3834124,-76.0246461,Pennsylvania
ALDHAM,ALDHAM,PA,Chester,1890.0,1903.0,True,5.0,595,True,13.0,True,ALDHAM,CHESTER,PA,1168135.0,Populated Place,Aldham,Chester,40.0906608,-75.5413078,95.0,1.0,40.0906608,-75.5413078,Pennsylvania
ALDINE,ALDINE,NJ,Salem,1886.0,1906.0,True,5.0,597,True,20.0,True,ALDINE,SALEM,NJ,874278.0,Populated Place,Aldine,Salem,39.5690032,-75.2749107,40.0,1.0,39.5690032,-75.2749107,New Jersey
ALDRICH,ALDRICH,AL,Shelby,1883.0,1965.0,True,1.0,601,True,82.0,True,ALDRICH,SHELBY,AL,112976.0,Populated Place,Aldrich,Shelby,33.1076189,-86.8911009,139.0,1.0,33.1076189,-86.8911009,Alabama
ALDRICH,ALDRICH,NY,St. Lawrence,1903.0,1921.0,False,3.0,602,True,18.0,True,ALDRICH,ST. LAWRENCE,NY,975884.0,Populated Place,Aldrich,St. Lawrence,44.1486744,-75.1113068,414.0,1.0,44.1486744,-75.1113068,New York
ALEMEDA,ALEMEDA,TN,Greene,1882.0,1901.0,True,5.0,605,True,19.0,True,ALMEDA,GREENE,TN,1315851.0,Populated Place,Almeda,Greene,36.099823,-82.9273749,391.0,0.857142857142857,36.099823,-82.9273749,Tennessee
ALENA,ALENA,TN,Jefferson,1886.0,1895.0,True,5.0,606,True,9.0,True,ALENA,JEFFERSON,TN,1311199.0,Populated Place,Alena (historical),Jefferson,36.0764778,-83.5068392,373.0,1.0,36.0764778,-83.5068392,Tennessee
ALENE,ALENE,NY,Madison,1898.0,1903.0,True,6.0,607,True,5.0,True,ALENE,MADISON,NY,942298.0,Populated Place,Alene,Madison,43.0122894,-75.7368518,375.0,1.0,43.0122894,-75.7368518,New York
ALES,ALES,MS,Monroe,1901.0,1902.0,True,6.0,610,True,1.0,True,ALES,MONROE,MS,709303.0,Populated Place,Ales (historical),Monroe,34.0245526,-88.3944866,110.0,1.0,34.0245526,-88.3944866,Mississippi
ALESVILLE,ALESVILLE,MS,Lafayette,1889.0,1905.0,True,5.0,612,True,16.0,True,ALESVILLE,LAFAYETTE,MS,706718.0,Populated Place,Alesville,Lafayette,34.3651065,-89.6042506,118.0,1.0,34.3651065,-89.6042506,Mississippi
ALETHEA,ALETHEA,SC,Lexington,1898.0,1899.0,True,7.0,613,True,1.0,True,ALTHEA,LEXINGTON,SC,1244080.0,Populated Place,Althea (historical),Lexington,33.8123693,-81.4637139,112.0,0.857142857142857,33.8123693,-81.4637139,South Carolina
ALEWIVE,ALEWIVE,ME,York,1897.0,1904.0,True,6.0,614,True,7.0,True,ALEWIFE,YORK,ME,579100.0,Populated Place,Alewife,York,43.4528613,-70.6097766,55.0,0.857142857142857,43.4528613,-70.6097766,Maine
ALEXANDER,ALEXANDER,GA,Burke,1847.0,1966.0,True,1.0,617,True,119.0,True,ALEXANDER,BURKE,GA,310431.0,Populated Place,Alexander,Burke,33.0220988,-81.8767822,89.0,1.0,33.0220988,-81.8767822,Georgia
ALEXANDER,ALEXANDER,MS,Issaquena,1873.0,1879.0,True,6.0,618,True,6.0,True,ALEXANDER,ISSAQUENA,MS,687577.0,Populated Place,Alexander (historical),Issaquena,32.8676282,-91.0828846,32.0,1.0,32.8676282,-91.0828846,Mississippi
ALEXANDER,ALEXANDER (1),ME,Washington,1832.0,1861.0,True,7.0,621,True,29.0,True,ALEXANDER,WASHINGTON,ME,581304.0,Populated Place,Alexander,Washington,45.0886862,-67.4683278,125.0,1.0,45.0886862,-67.4683278,Maine
ALEXANDER,ALEXANDER (2),ME,Washington,1862.0,1943.0,True,1.0,622,True,81.0,True,ALEXANDER,WASHINGTON,ME,581304.0,Populated Place,Alexander,Washington,45.0886862,-67.4683278,125.0,1.0,45.0886862,-67.4683278,Maine
ALEXANDRIA,ALEXANDRIA,MO,Lincoln,1823.0,1829.0,True,6.0,630,True,6.0,True,ALEXANDRIA,LINCOLN,MO,713200.0,Cemetery,Alexandria Cemetery,Lincoln,39.0334439,-90.8896954,209.0,1.0,39.0334439,-90.8896954,Missouri
ALEXANDRIA,ALEXANDRIA,NH,Grafton,1833.0,1955.0,True,1.0,633,True,122.0,True,ALEXANDRIA,GRAFTON,NH,1989087.0,Populated Place,Alexandria,Grafton,43.6114624,-71.7928579,189.0,1.0,43.6114624,-71.7928579,New Hampshire
ALEXANDRIA,ALEXANDRIA,NJ,Hunterdon,1818.0,1835.0,True,8.0,634,True,17.0,True,ALEXANDRIA,HUNTERDON,NJ,876511.0,Populated Place,Alexandria,Hunterdon,40.5262138,-75.06156,39.0,1.0,40.5262138,-75.06156,New Jersey
ALEXANDRIA,ALEXANDRIA,NY,Jefferson,1823.0,1883.0,True,1.0,635,True,60.0,True,ALEXANDRIA,JEFFERSON,NY,978664.0,Civil,Town of Alexandria,Jefferson,44.3146855,-75.8755228,107.0,1.0,44.3146855,-75.8755228,New York
ALEXANDRIA CENTRE,ALEXANDRIA CENTRE,NY,Jefferson,1843.0,1855.0,True,7.0,638,True,12.0,True,ALEXANDRIA CENTER,JEFFERSON,NY,942310.0,Populated Place,Alexandria Center,Jefferson,44.3075516,-75.8760616,110.0,0.882352941176471,44.3075516,-75.8760616,New York
ALEXIS,ALEXIS,AL,Cherokee,1884.0,1906.0,True,5.0,640,True,22.0,True,ALEXIS,CHEROKEE,AL,112987.0,Populated Place,Alexis,Cherokee,34.178984,-85.5121818,184.0,1.0,34.178984,-85.5121818,Alabama
ALEXTON,ALEXTON,LA,Lincoln,1900.0,1919.0,True,4.0,642,True,19.0,True,ALEXTON,LINCOLN,LA,554716.0,Populated Place,Alexton,Lincoln,32.6484809,-92.678484,67.0,1.0,32.6484809,-92.678484,Louisiana
ALF,ALF,AR,Montgomery,1916.0,1953.0,True,1.0,643,True,37.0,True,ALF,MONTGOMERY,AR,70426.0,Populated Place,Alf,Montgomery,34.4898262,-93.8704743,322.0,1.0,34.4898262,-93.8704743,Arkansas
ALFALFA,ALFALFA,LA,Rapides,1912.0,1927.0,True,3.0,644,True,15.0,True,ALFALFA,RAPIDES,LA,546960.0,Populated Place,Alfalfa,Rapides,31.3696237,-92.6184775,26.0,1.0,31.3696237,-92.6184775,Louisiana
ALFALFA,ALFALFA,AL,Marengo,1917.0,1925.0,False,4.0,645,True,8.0,True,ALFALFA,MARENGO,AL,155985.0,Populated Place,Alfalfa,Marengo,32.5104136,-87.7644553,44.0,1.0,32.5104136,-87.7644553,Alabama
ALFARATA,ALFARATA,PA,Mifflin,1891.0,1904.0,True,5.0,646,True,13.0,True,ALFARATA,MIFFLIN,PA,1168147.0,Populated Place,Alfarata,Mifflin,40.6625726,-77.4569371,180.0,1.0,40.6625726,-77.4569371,Pennsylvania
ALFORD,ALFORD,GA,Meriwether,1888.0,1889.0,True,7.0,650,True,1.0,True,ALFORD,MERIWETHER,GA,310436.0,Cemetery,Alford Cemetery,Meriwether,32.9283443,-84.5310735,215.0,1.0,32.9283443,-84.5310735,Georgia
ALFORD,ALFORD,MA,Berkshire,1829.0,1901.0,True,4.0,651,True,72.0,True,ALFORD,BERKSHIRE,MA,607267.0,Populated Place,Alford,Berkshire,42.2356442,-73.4134456,263.0,1.0,42.2356442,-73.4134456,Massachusetts
ALFORD,ALFORD,PA,Susquehanna,1877.0,1944.0,True,2.0,652,True,67.0,True,ALFORD,SUSQUEHANNA,PA,1202962.0,Populated Place,Alford,Susquehanna,41.8067441,-75.7746342,319.0,1.0,41.8067441,-75.7746342,Pennsylvania
ALFRED CENTRE,ALFRED CENTRE(ER),NY,Allegany,1850.0,1894.0,True,5.0,660,True,44.0,True,ALFRED CENTRE,ALLEGANY,NY,942313.0,Populated Place,Alfred Centre,Allegany,42.2542366,-77.7905509,537.0,1.0,42.2542366,-77.7905509,New York
ALGARY,ALGARY,SC,Greenwood,1896.0,1902.0,True,5.0,664,True,6.0,True,ALGARY,GREENWOOD,SC,1234039.0,Populated Place,Algary (historical),Greenwood,34.3656726,-82.2790097,206.0,1.0,34.3656726,-82.2790097,South Carolina
ALGER,ALGER,NY,Livingston,1895.0,1897.0,True,6.0,666,True,2.0,True,ALGER,LIVINGSTON,NY,942319.0,Cemetery,Alger Cemetery,Livingston,42.7568045,-77.6820956,360.0,1.0,42.7568045,-77.6820956,New York
ALGERNON,ALGERNON,GA,Barrow,1881.0,1901.0,True,5.0,668,True,20.0,True,ALGERNON,BARROW,GA,1687984.0,Populated Place,Algernon (historical),Barrow,34.0651071,-83.7843405,249.0,1.0,34.0651071,-83.7843405,Georgia
ALGIERS,ALGIERS,LA,Orleans,1854.0,1882.0,True,5.0,670,True,28.0,True,ALGIERS,ORLEANS,LA,553281.0,Populated Place,Algiers,Orleans,29.9449262,-90.0467379,1.0,1.0,29.9449262,-90.0467379,Louisiana
ALGIRE,ALGIRE,MO,Washington,1904.0,1931.0,True,2.0,672,True,27.0,True,ALGUIRE,WASHINGTON,MO,742350.0,School,Alguire School,Washington,38.1353262,-91.0062489,203.0,0.833333333333333,38.1353262,-91.0062489,Missouri
ALGOA,ALGOA,AR,Jackson,1910.0,1957.0,True,1.0,673,True,47.0,True,ALGOA,JACKSON,AR,57257.0,Populated Place,Algoa,Jackson,35.505915,-91.1167899,68.0,1.0,35.505915,-91.1167899,Arkansas
ALGOOD,ALGOOD,TN,Putnam,1892.0,1966.0,True,1.0,678,True,74.0,True,ALGOOD,PUTNAM,TN,1650864.0,Post Office,Algood Post Office,Putnam,36.1941849,-85.4489679,340.0,1.0,36.1941849,-85.4489679,Tennessee
ALHAMBRA,ALHAMBRA,MO,Stoddard,1902.0,1909.0,True,4.0,680,True,7.0,True,ALHAMBRA,STODDARD,MO,740277.0,Locale,Alhambra,Stoddard,36.9294961,-90.0006491,135.0,1.0,36.9294961,-90.0006491,Missouri
ALHAMBRA,ALHAMBRA,MS,Washington,1899.0,1914.0,True,4.0,681,True,15.0,True,ALHAMBRA,WASHINGTON,MS,687153.0,Populated Place,Alhambra,Washington,33.0279017,-91.0601061,33.0,1.0,33.0279017,-91.0601061,Mississippi
ALICE,ALICE,LA,West Feliciana,1904.0,1932.0,True,2.0,683,True,28.0,True,ALICE,WEST FELICIANA,LA,542916.0,Populated Place,Alice,West Feliciana,30.9199014,-91.2976106,61.0,1.0,30.9199014,-91.2976106,Louisiana
ALICE,ALICE,MO,Texas,1886.0,1927.0,True,3.0,685,True,41.0,True,ALICE,TEXAS,MO,735326.0,Populated Place,Alice,Texas,37.2983823,-92.1887713,458.0,1.0,37.2983823,-92.1887713,Missouri
ALICE,ALICE,AL,Etowah,1894.0,1903.0,True,5.0,687,True,9.0,True,ALICE,ETOWAH,AL,149015.0,Populated Place,Alice,Etowah,34.1292624,-86.240256,378.0,1.0,34.1292624,-86.240256,Alabama
ALICE,ALICE,MS,Neshoba,1891.0,1913.0,True,4.0,691,True,22.0,True,ALICE,NESHOBA,MS,691663.0,Populated Place,Alice,Neshoba,32.9109644,-89.2800679,155.0,1.0,32.9109644,-89.2800679,Mississippi
ALICE,ALICE,NY,Steuben,1902.0,1903.0,True,7.0,692,True,1.0,True,ALICE,STEUBEN,NY,972158.0,Populated Place,Alice,Steuben,42.0209028,-77.613878,569.0,1.0,42.0209028,-77.613878,New York
ALICE,ALICE,PA,Westmoreland,1900.0,1924.0,True,3.0,693,True,24.0,True,ALICE,WESTMORELAND,PA,1168151.0,Populated Place,Alice,Westmoreland,40.1642383,-79.4597592,415.0,1.0,40.1642383,-79.4597592,Pennsylvania
ALICIA,ALICIA,PA,Fayette,1912.0,1935.0,True,2.0,697,True,23.0,True,ALICIA,FAYETTE,PA,1192062.0,Populated Place,Alicia,Fayette,40.0081298,-79.9283821,246.0,1.0,40.0081298,-79.9283821,Pennsylvania
ALINDA,ALINDA,PA,Perry,1888.0,1923.0,True,3.0,698,True,35.0,True,ALINDA,PERRY,PA,1168152.0,Populated Place,Alinda,Perry,40.3464734,-77.284429,175.0,1.0,40.3464734,-77.284429,Pennsylvania
ALINE,ALINE,GA,Candler,1906.0,1931.0,False,2.0,699,True,25.0,True,ALINE,CANDLER,GA,331020.0,Populated Place,Aline,Candler,32.3610108,-82.160399,84.0,1.0,32.3610108,-82.160399,Georgia
ALINE,ALINE,PA,Snyder,1875.0,1906.0,True,4.0,701,True,31.0,True,ALINE,SNYDER,PA,1202964.0,Populated Place,Aline,Snyder,40.6806404,-76.9872022,159.0,1.0,40.6806404,-76.9872022,Pennsylvania
ALISONIA,ALISONIA,TN,Franklin,1850.0,1852.0,True,7.0,705,True,2.0,True,ANSONIA,FRANKLIN,TN,1283868.0,Populated Place,Ansonia,Franklin,35.2706372,-86.1280417,288.0,0.75,35.2706372,-86.1280417,Tennessee
ALL,ALL,MO,Webster,1899.0,1905.0,True,5.0,707,True,6.0,True,ALL,WEBSTER,MO,759972.0,Post Office,All Post Office,Webster,37.1806049,-93.0360117,444.0,1.0,37.1806049,-93.0360117,Missouri
ALLABEN,ALLABEN,NY,Ulster,1886.0,1960.0,True,1.0,708,True,74.0,True,ALLABEN,ULSTER,NY,942337.0,Populated Place,Allaben,Ulster,42.1167564,-74.3704267,307.0,1.0,42.1167564,-74.3704267,New York
ALLAGASH,ALLAGASH,ME,Aroostook,1894.0,1926.0,False,6.0,709,True,32.0,True,ALLAGASH,AROOSTOOK,ME,581970.0,Populated Place,Allagash,Aroostook,47.0833691,-69.0411505,191.0,1.0,47.0833691,-69.0411505,Maine
ALLAIN,ALLAIN,LA,West Baton Rouge,1875.0,1878.0,True,5.0,710,True,3.0,True,ALLAIN,WEST BATON ROUGE,LA,1631588.0,Post Office,Allain Post Office,West Baton Rouge,30.4526605,-91.2071251,7.0,1.0,30.4526605,-91.2071251,Louisiana
ALLAIRE,ALLAIRE,NJ,Monmouth,1874.0,1905.0,True,4.0,711,True,31.0,True,ALLAIRE,MONMOUTH,NJ,882972.0,Populated Place,Allaire,Monmouth,40.1584472,-74.1254182,10.0,1.0,40.1584472,-74.1254182,New Jersey
ALLANDALE,ALLANDALE,FL,Volusia,1875.0,1963.0,False,1.0,713,True,88.0,True,ALLANDALE,VOLUSIA,FL,2026992.0,Post Office,Allandale Post Office (historical),Volusia,29.1216502,-80.9764436,1.0,1.0,29.1216502,-80.9764436,Florida
ALLANDALE,ALLANDALE,GA,Banks,1850.0,1882.0,False,4.0,714,True,32.0,True,ALLENDALE,BANKS,GA,349226.0,School,Allendale School (historical),Banks,34.3887131,-83.5937826,287.0,0.888888888888889,34.3887131,-83.5937826,Georgia
ALLANDALE,ALLANDALE,MS,Lowndes,1896.0,1903.0,True,5.0,715,True,7.0,True,ALLENDALE,LOWNDES,MS,710083.0,Populated Place,Allendale (historical),Lowndes,33.3945657,-88.5311548,68.0,0.888888888888889,33.3945657,-88.5311548,Mississippi
ALLANTON,ALLANTON,FL,Bay,1902.0,1933.0,True,2.0,716,True,31.0,True,ALLANTON,BAY,FL,294648.0,Populated Place,Allanton,Bay,30.0315923,-85.4576998,1.0,1.0,30.0315923,-85.4576998,Florida
ALLARD'S CORNERS,ALLARD'S CORNERS,NY,Orange,1862.0,1873.0,True,7.0,718,True,11.0,True,ALLARD'S CORNERS,ORANGE,NY,942339.0,Populated Place,Allard's Corners,Orange,41.5856493,-74.2212596,107.0,1.0,41.5856493,-74.2212596,New York
ALLATOONA,ALLATOONA,GA,Bartow,1838.0,1918.0,True,4.0,720,True,80.0,True,ALLATOONA,BARTOW,GA,331021.0,Populated Place,Allatoona,Bartow,34.1081543,-84.7113247,269.0,1.0,34.1081543,-84.7113247,Georgia
ALLBRIGHT,ALLBRIGHT,MO,Madison,1905.0,1941.0,True,2.0,721,True,36.0,True,ALLBRIGHT,MADISON,MO,713208.0,Populated Place,Allbright,Madison,37.3289415,-90.2267785,149.0,1.0,37.3289415,-90.2267785,Missouri
ALLBROOK,ALLBROOK,AR,Howard,1881.0,1920.0,True,3.0,723,True,39.0,True,ALLBROOK,HOWARD,AR,62517.0,Populated Place,Allbrook,Howard,33.8001175,-93.8887972,96.0,1.0,33.8001175,-93.8887972,Arkansas
ALLCORN,ALLCORN,AR,Bradley,1894.0,1905.0,True,5.0,724,True,11.0,True,ALLCORN,BRADLEY,AR,78666.0,Populated Place,Allcorn,Bradley,33.6653859,-92.288758,62.0,1.0,33.6653859,-92.288758,Arkansas
ALLEGHANY SPRINGS,ALLEGHANY SPRINGS,TN,Blount,1886.0,1907.0,True,5.0,729,True,21.0,True,ALLEGHENY SPRINGS,BLOUNT,TN,1642630.0,Populated Place,Allegheny Springs (historical),Blount,35.58536,-84.0437956,392.0,0.941176470588235,35.58536,-84.0437956,Tennessee
ALLEGHENY,ALLEGHENY,PA,Allegheny,1836.0,1911.0,True,1.0,730,True,75.0,True,ALLEGHENY,ALLEGHENY,PA,2431833.0,Post Office,Allegheny Post Office,Allegheny,40.4499165,-80.0051389,225.0,1.0,40.4499165,-80.0051389,Pennsylvania
ALLEGHENY,ALLEGHENY,PA,Potter,1833.0,1836.0,True,7.0,731,True,3.0,True,ALLEGHENY,POTTER,PA,1216968.0,Civil,Allegheny Township,Potter,41.864839,-77.9043139,662.0,1.0,41.864839,-77.9043139,Pennsylvania
ALLEGHENYVILLE,ALLEGHENYVILLE,PA,Berks,1893.0,1905.0,True,4.0,733,True,12.0,True,ALLEGHENYVILLE,BERKS,PA,1168177.0,Populated Place,Alleghenyville,Berks,40.2342594,-75.9885487,172.0,1.0,40.2342594,-75.9885487,Pennsylvania
ALLEMANDS,ALLEMAND(')S,LA,Saint Charles,1868.0,1964.0,False,1.0,734,True,96.0,True,ALLEMANDS,ST. CHARLES,LA,1632042.0,Post Office,Allemands Post Office,St. Charles,29.8240837,-90.4681797,1.0,1.0,29.8240837,-90.4681797,Louisiana
ALLEMANS,ALLEMANS,PA,Clearfield,1868.0,1917.0,True,3.0,736,True,49.0,True,ALLEMANS,CLEARFIELD,PA,1168179.0,Populated Place,Allemans,Clearfield,40.7267282,-78.4039075,540.0,1.0,40.7267282,-78.4039075,Pennsylvania
ALLEN,ALLEN,LA,Natchitoches,1878.0,1917.0,False,4.0,737,True,39.0,True,ALLEN,NATCHITOCHES,LA,532112.0,Populated Place,Allen,Natchitoches,31.8354411,-93.2885038,51.0,1.0,31.8354411,-93.2885038,Louisiana
ALLEN,ALLEN,AR,Benton,1886.0,1888.0,True,7.0,741,True,2.0,True,ALLEN,BENTON,AR,2121456.0,School,Allen Elementary School,Benton,36.19893,-94.5437836,338.0,1.0,36.19893,-94.5437836,Arkansas
ALLEN,ALLEN,MS,Copiah,1885.0,1948.0,True,1.0,744,True,63.0,True,ALLEN,COPIAH,MS,692387.0,Populated Place,Allen,Copiah,31.7484979,-90.6584313,146.0,1.0,31.7484979,-90.6584313,Mississippi
ALLEN,ALLEN,NY,Allegany,1824.0,1902.0,False,6.0,745,True,78.0,True,ALLEN,ALLEGANY,NY,942351.0,Cemetery,Allen Cemetery,Allegany,42.3622352,-78.0506029,496.0,1.0,42.3622352,-78.0506029,New York
ALLEN,ALLEN,SC,Horry,1907.0,1927.0,True,3.0,747,True,20.0,True,ALLEN,HORRY,SC,1227862.0,Populated Place,Allen,Horry,33.9212808,-79.0405913,19.0,1.0,33.9212808,-79.0405913,South Carolina
ALLEN CENTRE,ALLEN CENTRE,NY,Allegany,1831.0,1878.0,True,7.0,748,True,47.0,True,ALLEN CENTER,ALLEGANY,NY,972159.0,Populated Place,Allen Center,Allegany,42.3861775,-78.0152829,614.0,0.833333333333333,42.3861775,-78.0152829,New York
ALLEN GREENE,ALLEN GREENE,LA,Lincoln,1884.0,1886.0,True,7.0,749,True,2.0,True,ALLEN GREENE,LINCOLN,LA,554562.0,Populated Place,Allen Greene,Lincoln,32.5276503,-92.7140403,93.0,1.0,32.5276503,-92.7140403,Louisiana
ALLENS HILL,ALLEN(')S HILL,NY,Ontario,1829.0,1905.0,True,3.0,750,True,76.0,True,ALLENS HILL,ONTARIO,NY,942370.0,Populated Place,Allens Hill,Ontario,42.8408976,-77.5149937,312.0,1.0,42.8408976,-77.5149937,New York
ALLEN,ALLEN('S),GA,Richmond,1857.0,1902.0,False,4.0,751,True,45.0,True,ALLENS,RICHMOND,GA,332506.0,Populated Place,Allens,Richmond,33.3370863,-81.9559493,42.0,0.8,33.3370863,-81.9559493,Georgia
ALLENDALE,ALLENDALE,LA,Bossier,1912.0,1920.0,True,3.0,753,True,8.0,True,GLENDALE,BOSSIER,LA,550831.0,Populated Place,Glendale,Bossier,32.530707,-93.7110114,51.0,0.777777777777778,32.530707,-93.7110114,Louisiana
ALLENDALE,ALLENDALE,MS,Attala,1890.0,1891.0,True,6.0,757,True,1.0,True,GLENDALE,ATTALA,MS,710885.0,Populated Place,Glendale (historical),Attala,33.0320733,-89.3375703,169.0,0.777777777777778,33.0320733,-89.3375703,Mississippi
ALLENDALE,ALLENDALE,NY,Jefferson,1875.0,1880.0,True,7.0,759,True,5.0,True,ALLENDALE,JEFFERSON,NY,972160.0,Populated Place,Allendale,Jefferson,43.7806222,-76.0165885,201.0,1.0,43.7806222,-76.0165885,New York
ALLENDALE,ALLENDALE,PA,Cambria,1901.0,1909.0,True,4.0,760,True,8.0,True,ALLENDALE,CAMBRIA,PA,1168192.0,Populated Place,Allendale,Cambria,40.3186863,-78.7252976,536.0,1.0,40.3186863,-78.7252976,Pennsylvania
ALLENHURST,ALLENHURST,FL,Brevard,1909.0,1943.0,True,2.0,763,True,34.0,True,ALLENHURST,BREVARD,FL,295090.0,Populated Place,Allenhurst,Brevard,28.7363808,-80.7556064,2.0,1.0,28.7363808,-80.7556064,Florida
ALLEN'S FACTORY,ALLEN'S FACTORY,AL,Marion,1857.0,1887.0,False,6.0,770,True,30.0,True,ALLENS FACTORY,MARION,AL,137921.0,Populated Place,Allens Factory,Marion,34.2789862,-87.7214173,241.0,1.0,34.2789862,-87.7214173,Alabama
ALLEN'S LANDING,ALLEN'S LANDING,MO,Perry,1862.0,1869.0,True,7.0,773,True,7.0,True,ALLENS LANDING,PERRY,MO,736420.0,Locale,Allens Landing,Perry,37.8283852,-89.7284376,107.0,1.0,37.8283852,-89.7284376,Missouri
ALLENS MILLS,ALLENS MILLS,GA,Carroll,1870.0,1904.0,False,4.0,774,True,34.0,True,ALLEN MILLS,CARROLL,GA,1730653.0,Locale,Allen Mills (historical),Carroll,33.6612202,-84.9221631,298.0,0.916666666666667,33.6612202,-84.9221631,Georgia
ALLENS MILLS,ALLENS MILLS,PA,Jefferson,1874.0,1928.0,False,3.0,776,True,54.0,True,ALLENS MILLS,JEFFERSON,PA,1168198.0,Populated Place,Allens Mills,Jefferson,41.1995065,-78.9075328,482.0,1.0,41.1995065,-78.9075328,Pennsylvania
ALLEN'S MILLS,ALLEN'S MILLS,ME,Franklin,1879.0,1915.0,False,2.0,777,True,36.0,True,ALLEN'S MILLS,FRANKLIN,ME,561202.0,Populated Place,Allen's Mills,Franklin,44.7161706,-70.0811728,173.0,1.0,44.7161706,-70.0811728,Maine
ALLENS STATION,ALLENS STATION,NY,Steuben,1864.0,1874.0,False,7.0,780,True,10.0,True,ALLEN,STEUBEN,NY,957919.0,Cemetery,Allen Cemetery,Steuben,42.0399811,-77.6200992,667.0,0.833333333333333,42.0399811,-77.6200992,New York
ALLENSBURG,ALLENSBURG,MS,Lee,1894.0,1903.0,True,5.0,783,True,9.0,True,ALLENBURG,LEE,MS,706809.0,Populated Place,Allenburg,Lee,34.1339973,-88.5961597,98.0,0.9,34.1339973,-88.5961597,Mississippi
ALLENSTOWN,ALLENSTOWN,NH,Merrimack,1828.0,1903.0,True,5.0,784,True,75.0,True,ALLENSTOWN,MERRIMACK,NH,865220.0,Populated Place,Allenstown Elementary School,Merrimack,43.15786,-71.4056233,96.0,1.0,43.15786,-71.4056233,New Hampshire
ALLENSVILLE,ALLENSVILLE,TN,Sevier,1878.0,1904.0,True,5.0,786,True,26.0,True,ALLENSVILLE,SEVIER,TN,1312976.0,Populated Place,Allensville (historical),Sevier,35.9125908,-83.4871113,293.0,1.0,35.9125908,-83.4871113,Tennessee
ALLENTON,ALLENTO(W)N,AL,Wilcox,1829.0,1955.0,False,1.0,794,True,126.0,True,ALLENTON,WILCOX,AL,113017.0,Populated Place,Allenton,Wilcox,31.9368156,-87.053318,89.0,1.0,31.9368156,-87.053318,Alabama
ALLENTON,ALLENTON,RI,Washington,1850.0,1957.0,True,1.0,796,True,107.0,True,ALLENTON,WASHINGTON,RI,1218055.0,Populated Place,Allenton,Washington,41.5439902,-71.4678357,19.0,1.0,41.5439902,-71.4678357,Rhode Island
ALLENTOWN,ALLENTOWN,LA,Bossier,1893.0,1908.0,True,5.0,797,True,15.0,True,ALLENTOWN,BOSSIER,LA,540953.0,Cemetery,Allentown Cemetery,Bossier,32.5610675,-93.4674298,62.0,1.0,32.5610675,-93.4674298,Louisiana
